indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
AE0846/2,AE0846/2 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0846.2_AE0846.jpg,10x12 cm,Mirosilver,23,63.10,151.44,24,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0846/2D,AE0846/2D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0846.2D_AE0846-D.jpg,10x12 cm,Mirosilver,23,64.27,154.25,16,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0846/3,"AE0846/3 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.3_AE0846.jpg,"13x16,5 cm",Mirosilver,23,91.14,218.74,20,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0846/3D,"AE0846/3D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.3D_AE0846-D.jpg,"13x16,5 cm",Mirosilver,23,96.99,232.78,14,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0846/4,"AE0846/4 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.4_AE0846.jpg,"16,5x21,5 cm",Mirosilver,23,128.54,282.79,23,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0846/4D,"AE0846/4D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.4D_AE0846-D.jpg,"16,5x21,5 cm",Mirosilver,23,135.55,298.21,10,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0846/5,"AE0846/5 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.5_AE0846.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,7,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0846/5D,"AE0846/5D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.5D_AE0846-D.jpg,"21,5x28,5 cm",Mirosilver,23,206.82,413.64,6,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0846/6,"AE0846/6 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.6_AE0846.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,7,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0846/6D,"AE0846/6D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0846.6D_AE0846-D.jpg,"26,5x36,5 cm",Mirosilver,23,296.80,534.24,4,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
B2643,B2643 OBRAZEK ŚW. RODZINA 9x13 CM,https://wikomistral.ddns.net/Obrazki/B2643_28- B2118.jpg,9x13 cm,Mirosilver,23,69.68,167.23,821,VALENTI & CO.SRL,"B2644, B2645, B2118",cm,"9,000","13,000",2025-11-01 02:42:15
B2654,B2654 OBRAZEK MATKA BOŻA 12x17 CM,https://wikomistral.ddns.net/Obrazki/B2654_B 2119.jpg,12x17 cm,Mirosilver,23,170.60,341.20,1,VALENTI & CO.SRL,"B2653, B2655",cm,"0,000","0,000",2025-11-01 02:42:15
IC001/1,IC001/1 OBRAZEK ALUMINIOWY ŚW. RODZINA    6x12 CM,https://wikomistral.ddns.net/Obrazki/IC001.1_IC001.jpg,6x12 cm,Aluminium,23,46.74,121.52,34,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC001/1B,IC001/1B OBRAZEK ALUMINIOWY ŚW. RODZINA   6x12 CM,https://wikomistral.ddns.net/Obrazki/IC001.1B_IC001-B.jpg,6x12 cm,Aluminium,23,46.74,121.52,42,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC001/2,IC001/2 OBRAZEK ALUMINIOWY ŚW. RODZINA    9x18 CM,https://wikomistral.ddns.net/Obrazki/IC001.2_IC001.jpg,9x18 cm,Aluminium,23,65.19,156.46,65,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC001/2B,IC001/2B OBRAZEK ALUMINIOWY ŚW. RODZINA   9x18 CM,https://wikomistral.ddns.net/Obrazki/IC001.2B_IC001-B.jpg,9x18 cm,Aluminium,23,65.19,156.46,43,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC001/3,IC001/3 OBRAZEK ALUMINIOWY ŚW. RODZINA    12x24 CM,https://wikomistral.ddns.net/Obrazki/IC001.3_IC001.jpg,12x24 cm,Aluminium,23,88.56,212.54,110,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC001/3B,IC001/3B OBRAZEK ALUMINIOWY ŚW. RODZINA   12x24 CM,https://wikomistral.ddns.net/Obrazki/IC001.3B_IC001-B.jpg,12x24 cm,Aluminium,23,88.56,212.54,48,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC001/4,IC001/4 OBRAZEK ALUMINIOWY ŚW. RODZINA    16x32 CM,https://wikomistral.ddns.net/Obrazki/IC001.4_IC001.jpg,16x32 cm,Aluminium,23,141.45,311.19,36,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC001/4B,IC001/4B OBRAZEK ALUMINIOWY ŚW. RODZINA   16x32 CM,https://wikomistral.ddns.net/Obrazki/IC001.4B_IC001-B.jpg,16x32 cm,Aluminium,23,141.45,311.19,55,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC001/5,IC001/5 OBRAZEK ALUMINIOWY ŚW. RODZINA    22x44 CM,https://wikomistral.ddns.net/Obrazki/IC001.5_IC001.jpg,22x44 cm,Aluminium,23,246.00,492.00,0,ICONIC,,cm,"22,000","44,000",2025-11-01 02:42:15
IC001/5B,IC001/5B OBRAZEK ALUMINIOWY ŚW. RODZINA   22x44 CM,https://wikomistral.ddns.net/Obrazki/IC001.5B_IC001-B.jpg,22x44 cm,Aluminium,23,246.00,492.00,15,ICONIC,,cm,"22,000","44,000",2025-11-01 02:42:15
IC002/1,IC002/1 OBRAZEK ALUMINIOWY MATKA BOŻA     6x12 CM,https://wikomistral.ddns.net/Obrazki/IC002.1_IC003.jpg,6x12 cm,Aluminium,23,46.74,121.52,40,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC002/2,IC002/2 OBRAZEK ALUMINIOWY MATKA BOŻA     9x18 CM,https://wikomistral.ddns.net/Obrazki/IC002.2_IC003.jpg,9x18 cm,Aluminium,23,65.19,156.46,53,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC002/3,IC002/3 OBRAZEK ALUMINIOWY MATKA BOŻA     12x24 CM,https://wikomistral.ddns.net/Obrazki/IC002.3_IC003.jpg,12x24 cm,Aluminium,23,88.56,212.54,65,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC002/4,IC002/4 OBRAZEK ALUMINIOWY MATKA BOŻA     16x32 CM,https://wikomistral.ddns.net/Obrazki/IC002.4_IC003.jpg,16x32 cm,Aluminium,23,141.45,311.19,20,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC004/1C,IC004/1C OBRAZEK ALUMINIOWY ANIOŁEK 6x12  CM,https://wikomistral.ddns.net/Obrazki/IC004.1C_IC005-C.jpg,6x12 cm,Aluminium,23,46.74,121.52,39,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC004/1R,IC004/1R OBRAZEK ALUMINIOWY ANIOŁEK 6x12  CM,https://wikomistral.ddns.net/Obrazki/IC004.1R_IC005-R.jpg,6x12 cm,Aluminium,23,46.74,121.52,36,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC004/2C,IC004/2C OBRAZEK ALUMINIOWY ANIOŁEK 9x18  CM,https://wikomistral.ddns.net/Obrazki/IC004.2C_IC005-C.jpg,9x18 cm,Aluminium,23,65.19,156.46,89,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC004/2R,IC004/2R OBRAZEK ALUMINIOWY ANIOŁEK 9x18  CM,https://wikomistral.ddns.net/Obrazki/IC004.2R_IC005-R.jpg,9x18 cm,Aluminium,23,65.19,156.46,79,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC004/3C,IC004/3C OBRAZEK ALUMINIOWY ANIOŁEK       12x24 CM,https://wikomistral.ddns.net/Obrazki/IC004.3C_IC005-C.jpg,12x24 cm,Aluminium,23,88.56,212.54,76,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC004/3R,IC004/3R OBRAZEK ALUMINIOWY ANIOŁEK       12x24 CM,https://wikomistral.ddns.net/Obrazki/IC004.3R_IC005-R.jpg,12x24 cm,Aluminium,23,88.56,212.54,74,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC005/1C,IC005/1C OBRAZEK ALUMINIOWY ANIOŁEK 6x12  CM,https://wikomistral.ddns.net/Obrazki/IC005.1C_IC004-C.jpg,6x12 cm,Aluminium,23,46.74,121.52,60,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC005/1R,IC005/1R OBRAZEK ALUMINIOWY ANIOŁEK 6x12  CM,https://wikomistral.ddns.net/Obrazki/IC005.1R_IC004-R.jpg,6x12 cm,Aluminium,23,46.74,121.52,51,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC005/2C,IC005/2C OBRAZEK ALUMINIOWY ANIOŁEK 9x18  CM,https://wikomistral.ddns.net/Obrazki/IC005.2C_IC004-C.jpg,9x18 cm,Aluminium,23,65.19,156.46,74,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC005/2R,IC005/2R OBRAZEK ALUMINIOWY ANIOŁEK 9x18  CM,https://wikomistral.ddns.net/Obrazki/IC005.2R_IC004-R.jpg,9x18 cm,Aluminium,23,65.19,156.46,66,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC005/3C,IC005/3C OBRAZEK ALUMINIOWY ANIOŁEK       12x24 CM,https://wikomistral.ddns.net/Obrazki/IC005.3C_IC004-C.jpg,12x24 cm,Aluminium,23,88.56,212.54,99,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC005/3R,IC005/3R OBRAZEK ALUMINIOWY ANIOŁEK  12x24 CM,https://wikomistral.ddns.net/Obrazki/IC005.3R_IC004-R.jpg,12x24 cm,Aluminium,23,88.56,212.54,85,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC006/1C,IC006/1C OBRAZEK ALUMINIOWY ANIOŁEK       12x11 CM,https://wikomistral.ddns.net/Obrazki/IC006.1C_IC007-C.jpg,12x11 cm,Aluminium,23,52.89,126.94,65,ICONIC,,cm,"12,000","11,000",2025-11-01 02:42:15
IC006/1R,IC006/1R OBRAZEK ALUMINIOWY ANIOŁEK       12x11 CM,https://wikomistral.ddns.net/Obrazki/IC006.1R_IC007-RA.jpg,12x11 cm,Aluminium,23,52.89,126.94,60,ICONIC,,cm,"12,000","11,000",2025-11-01 02:42:15
IC006/2C,IC006/2C OBRAZEK ALUMINIOWY ANIOŁEK       16x14 CM,https://wikomistral.ddns.net/Obrazki/IC006.2C_IC007-C.jpg,16x14 cm,Aluminium,23,73.80,177.12,46,ICONIC,,cm,"16,000","14,000",2025-11-01 02:42:15
IC006/2R,IC006/2R OBRAZEK ALUMINIOWY ANIOŁEK       16x14 CM,https://wikomistral.ddns.net/Obrazki/IC006.2R_IC007-RA.jpg,16x14 cm,Aluminium,23,73.80,177.12,44,ICONIC,,cm,"16,000","14,000",2025-11-01 02:42:15
IC006/3C,IC006/3C OBRAZEK ALUMINIOWY ANIOŁEK       20x17 CM,https://wikomistral.ddns.net/Obrazki/IC006.3C_IC007-C.jpg,20x17 cm,Aluminium,23,111.93,246.25,49,ICONIC,,cm,"20,000","17,000",2025-11-01 02:42:15
IC006/3R,IC006/3R OBRAZEK ALUMINIOWY ANIOŁEK       20x17 CM,https://wikomistral.ddns.net/Obrazki/IC006.3R_IC007-RA.jpg,20x17 cm,Aluminium,23,111.93,246.25,40,ICONIC,,cm,"20,000","17,000",2025-11-01 02:42:15
IC014/1,IC014/1 OBRAZEK ALUMINIOWY ŚW. RODZINA    12x11 CM,https://wikomistral.ddns.net/Obrazki/IC014.1_IC006.jpg,12x11 cm,Aluminium,23,52.89,126.94,37,ICONIC,,cm,"12,000","11,000",2025-11-01 02:42:15
IC014/1B,IC014/1B OBRAZEK ALUMINIOWY ŚW. RODZINA   12x11 CM,https://wikomistral.ddns.net/Obrazki/IC014.1B_IC006-B.jpg,12x11 cm,Aluminium,23,52.89,126.94,33,ICONIC,,cm,"12,000","11,000",2025-11-01 02:42:15
IC014/1S,IC014/1S OBRAZEK ALUMINIOWY ŚW. RODZINA   12x11 CM,https://wikomistral.ddns.net/Obrazki/IC014.1S_IC006-S.jpg,12x11 cm,Aluminium,23,52.89,126.94,38,ICONIC,,cm,"12,000","11,000",2025-11-01 02:42:15
IC014/2,IC014/2 OBRAZEK ALUMINIOWY ŚW. RODZINA    16x14 CM,https://wikomistral.ddns.net/Obrazki/IC014.2_IC006.jpg,16x14 cm,Aluminium,23,73.80,177.12,37,ICONIC,,cm,"16,000","14,000",2025-11-01 02:42:15
IC014/2B,IC014/2B OBRAZEK ALUMINIOWY ŚW. RODZINA   16x14 CM,https://wikomistral.ddns.net/Obrazki/IC014.2B_IC006-B.jpg,16x14 cm,Aluminium,23,73.80,177.12,61,ICONIC,,cm,"16,000","14,000",2025-11-01 02:42:15
IC014/2S,IC014/2S OBRAZEK ALUMINIOWY ŚW. RODZINA   16x14 CM,https://wikomistral.ddns.net/Obrazki/IC014.2S_IC006-S.jpg,16x14 cm,Aluminium,23,73.80,177.12,54,ICONIC,,cm,"16,000","14,000",2025-11-01 02:42:15
IC014/3,IC014/3 OBRAZEK ALUMINIOWY ŚW. RODZINA    20x17 CM,https://wikomistral.ddns.net/Obrazki/IC014.3_IC006.jpg,20x17 cm,Aluminium,23,111.93,246.25,28,ICONIC,,cm,"20,000","17,000",2025-11-01 02:42:15
IC014/3B,IC014/3B OBRAZEK ALUMINIOWY ŚW. RODZINA   20x17 CM,https://wikomistral.ddns.net/Obrazki/IC014.3B_IC006-B.jpg,20x17 cm,Aluminium,23,111.93,246.25,57,ICONIC,,cm,"20,000","17,000",2025-11-01 02:42:15
IC014/3S,IC014/3S OBRAZEK ALUMINIOWY ŚW. RODZINA   20x17 CM,https://wikomistral.ddns.net/Obrazki/IC014.3S_IC006-S.jpg,20x17 cm,Aluminium,23,111.93,246.25,47,ICONIC,,cm,"20,000","17,000",2025-11-01 02:42:15
IC014/4,IC014/4 OBRAZEK ALUMINIOWY ŚW. RODZINA    25x21 CM,https://wikomistral.ddns.net/Obrazki/IC014.4_IC006.jpg,25x21 cm,Aluminium,23,126.69,278.72,39,ICONIC,,cm,"25,000","21,000",2025-11-01 02:42:15
IC014/4B,IC014/4B OBRAZEK ALUMINIOWY ŚW. RODZINA   25x21 CM,https://wikomistral.ddns.net/Obrazki/IC014.4B_IC006-B.jpg,25x21 cm,Aluminium,23,126.69,278.72,27,ICONIC,,cm,"25,000","21,000",2025-11-01 02:42:15
IC014/4S,IC014/4S OBRAZEK ALUMINIOWY ŚW. RODZINA   25x21 CM,https://wikomistral.ddns.net/Obrazki/IC014.4S_IC006-S.jpg,25x21 cm,Aluminium,23,126.69,278.72,26,ICONIC,,cm,"25,000","21,000",2025-11-01 02:42:15
IC100/1,IC100/1 OBRAZEK ŚW. RODZINA NA DREWNIE    6x12 CM,https://wikomistral.ddns.net/Obrazki/IC100.1_IC100 nowe.jpg,6x12 cm,Drewno,23,36.90,95.94,133,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC100/1B,IC100/1B OBRAZEK ŚW. RODZINA NA DREWNIE   6x12 CM,https://wikomistral.ddns.net/Obrazki/IC100.1B_IC100-B.jpg,6x12 cm,Drewno,23,36.90,95.94,187,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC100/1S,IC100/1S OBRAZEK ŚW. RODZINA NA DREWNIE   6x12 CM,https://wikomistral.ddns.net/Obrazki/IC100.1S_IC100-S.jpg,6x12 cm,Drewno,23,36.90,95.94,286,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC100/2,IC100/2 OBRAZEK ŚW. RODZINA NA DREWNIE    9x18 CM,https://wikomistral.ddns.net/Obrazki/IC100.2_IC100 nowe.jpg,9x18 cm,Drewno,23,51.66,123.98,306,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC100/2B,IC100/2B OBRAZEK ŚW. RODZINA NA DREWNIE   9x18 CM,https://wikomistral.ddns.net/Obrazki/IC100.2B_IC100-B.jpg,9x18 cm,Drewno,23,51.66,123.98,278,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC100/2S,IC100/2S OBRAZEK ŚW. RODZINA NA DREWNIE   9x18 CM,https://wikomistral.ddns.net/Obrazki/IC100.2S_IC100-S.jpg,9x18 cm,Drewno,23,51.66,123.98,227,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC100/3,IC100/3 OBRAZEK ŚW. RODZINA NA DREWNIE    12x24 CM,https://wikomistral.ddns.net/Obrazki/IC100.3_IC100 nowe.jpg,12x24 cm,Drewno,23,66.42,159.41,422,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC100/3B,IC100/3B OBRAZEK ŚW. RODZINA NA DREWNIE   12x24 CM,https://wikomistral.ddns.net/Obrazki/IC100.3B_IC100-B.jpg,12x24 cm,Drewno,23,66.42,159.41,275,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC100/3S,IC100/3S OBRAZEK ŚW. RODZINA NA DREWNIE   12x24 CM,https://wikomistral.ddns.net/Obrazki/IC100.3S_IC100-S.jpg,12x24 cm,Drewno,23,66.42,159.41,288,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC100/4,IC100/4 OBRAZEK ŚW. RODZINA NA DREWNIE    16x32 CM,https://wikomistral.ddns.net/Obrazki/IC100.4_IC100 nowe.jpg,16x32 cm,Drewno,23,97.17,233.21,28,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC100/4B,IC100/4B OBRAZEK ŚW. RODZINA NA DREWNIE   16x32 CM,https://wikomistral.ddns.net/Obrazki/IC100.4B_IC100-B.jpg,16x32 cm,Drewno,23,97.17,233.21,198,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC100/4S,IC100/4S OBRAZEK ŚW. RODZINA NA DREWNIE   16x32 CM,https://wikomistral.ddns.net/Obrazki/IC100.4S_IC100-S.jpg,16x32 cm,Drewno,23,97.17,233.21,117,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC100/5,IC100/5 OBRAZEK ŚW. RODZINA NA DREWNIE    22x44 CM,https://wikomistral.ddns.net/Obrazki/IC100.5_IC100 nowe.jpg,22x44 cm,Drewno,23,134.07,294.95,41,ICONIC,,cm,"22,000","44,000",2025-11-01 02:42:15
IC100/5B,IC100/5B OBRAZEK ŚW. RODZINA NA DREWNIE   22x44 CM,https://wikomistral.ddns.net/Obrazki/IC100.5B_IC100-B.jpg,22x44 cm,Drewno,23,134.07,294.95,61,ICONIC,,cm,"22,000","44,000",2025-11-01 02:42:15
IC100/5S,IC100/5S OBRAZEK ŚW. RODZINA NA DREWNIE   22x44 CM,https://wikomistral.ddns.net/Obrazki/IC100.5S_IC100-S.jpg,22x44 cm,Drewno,23,134.07,294.95,71,ICONIC,,cm,"22,000","44,000",2025-11-01 02:42:15
IC100/6,IC100/6 OBRAZEK ŚW. RODZINA NA DREWNIE    30x60 CM,https://wikomistral.ddns.net/Obrazki/IC100.6_IC100 nowe.jpg,30x60 cm,Drewno,23,244.77,489.54,59,ICONIC,,szt,"0,000","0,000",2025-11-01 02:42:15
IC100/6S,IC100/6S OBRAZEK ŚW. RODZINA NA DREWNIE   30x60 CM,https://wikomistral.ddns.net/Obrazki/IC100.6S_IC100-S.jpg,30x60 cm,Drewno,23,244.77,489.54,17,ICONIC,,szt,"0,000","0,000",2025-11-01 02:42:15
IC101/1,IC101/1 OBRAZEK ŚW. RODZINA NA DREWNIE    7x11 CM,https://wikomistral.ddns.net/Obrazki/IC101.1_IC101.jpg,7x11 cm,Drewno,23,36.90,95.94,110,ICONIC,,cm,"7,000","11,000",2025-11-01 02:42:15
IC101/1B,IC101/1B OBRAZEK ŚW. RODZINA NA DREWNIE   7x11 CM,https://wikomistral.ddns.net/Obrazki/IC101.1B_IC101-B.jpg,7x11 cm,Drewno,23,36.90,95.94,155,ICONIC,,cm,"7,000","11,000",2025-11-01 02:42:15
IC101/2,IC101/2 OBRAZEK ŚW. RODZINA NA DREWNIE    12x17 CM,https://wikomistral.ddns.net/Obrazki/IC101.2_IC101.jpg,12x17 cm,Drewno,23,59.04,141.70,67,ICONIC,,cm,"12,000","17,000",2025-11-01 02:42:15
IC101/2B,IC101/2B OBRAZEK ŚW. RODZINA NA DREWNIE   12x17 CM,https://wikomistral.ddns.net/Obrazki/IC101.2B_IC101-B.jpg,12x17 cm,Drewno,23,59.04,141.70,183,ICONIC,,cm,"12,000","17,000",2025-11-01 02:42:15
IC101/3,IC101/3 OBRAZEK ŚW. RODZINA NA DREWNIE    17x23 CM,https://wikomistral.ddns.net/Obrazki/IC101.3_IC101.jpg,17x23 cm,Drewno,23,82.41,197.78,57,ICONIC,,cm,"17,000","23,000",2025-11-01 02:42:15
IC101/3B,IC101/3B OBRAZEK ŚW. RODZINA NA DREWNIE   17x23 CM,https://wikomistral.ddns.net/Obrazki/IC101.3B_IC101-B.jpg,17x23 cm,Drewno,23,82.41,197.78,28,ICONIC,,cm,"17,000","23,000",2025-11-01 02:42:15
IC101/4,IC101/4 OBRAZEK ŚW. RODZINA NA DREWNIE    23x32 CM,https://wikomistral.ddns.net/Obrazki/IC101.4_IC101.jpg,23x32 cm,Drewno,23,111.93,246.25,59,ICONIC,,cm,"23,000","32,000",2025-11-01 02:42:15
IC101/4B,IC101/4B OBRAZEK ŚW. RODZINA NA DREWNIE   23x32 CM,https://wikomistral.ddns.net/Obrazki/IC101.4B_IC101-B.jpg,23x32 cm,Drewno,23,111.93,246.25,157,ICONIC,,cm,"23,000","32,000",2025-11-01 02:42:15
IC101/5,IC101/5 OBRAZ ŚW. RODZINA NA DREWNIE      30x41 CM,https://wikomistral.ddns.net/Obrazki/IC101.5_IC101.jpg,30x41 cm,Drewno,23,172.20,344.40,43,ICONIC,,cm,"30,000","41,000",2025-11-01 02:42:15
IC101/5B,IC101/5B OBRAZ ŚW. RODZINA NA DREWNIE     30x41 CM,https://wikomistral.ddns.net/Obrazki/IC101.5B_IC101-B.jpg,30x41 cm,Drewno,23,172.20,344.40,107,ICONIC,,cm,"30,000","41,000",2025-11-01 02:42:15
IC101/6,IC101/6 OBRAZ ŚW. RODZINA NA DREWNIE      40x56 CM,https://wikomistral.ddns.net/Obrazki/IC101.6_IC101.jpg,40x56 cm,Drewno,23,281.67,507.01,63,ICONIC,,szt,"0,000","0,000",2025-11-01 02:42:15
IC101M/1S,IC101M/1S OBRAZEK ŚW. RODZINA NA DREWNIE  7x11 CM,https://wikomistral.ddns.net/Obrazki/IC101M.1S_IC101M-S.jpg,7x11 cm,Drewno,23,31.98,83.15,141,ICONIC,,cm,"7,000","11,000",2025-11-01 02:42:15
IC101M/2S,IC101M/2S OBRAZEK ŚW. RODZINA NA DREWNIE  12x17 CM,https://wikomistral.ddns.net/Obrazki/IC101M.2S_IC101M-S.jpg,12x17 cm,Drewno,23,50.43,121.03,176,ICONIC,,cm,"12,000","17,000",2025-11-01 02:42:15
IC101M/3S,IC101M/3S OBRAZEK ŚW. RODZINA NA DREWNIE  17x23 CM,https://wikomistral.ddns.net/Obrazki/IC101M.3S_IC101M-S.jpg,17x23 cm,Drewno,23,71.34,171.22,87,ICONIC,,cm,"17,000","23,000",2025-11-01 02:42:15
IC101M/4S,IC101M/4S OBRAZEK ŚW. RODZINA NA DREWNIE  23x32 CM,https://wikomistral.ddns.net/Obrazki/IC101M.4S_IC101M-S.jpg,23x32 cm,Drewno,23,95.94,230.26,0,ICONIC,,cm,"23,000","32,000",2025-11-01 02:42:15
IC101M/5S,IC101M/5S OBRAZ ŚW. RODZINA NA DREWNIE    30x41 CM,https://wikomistral.ddns.net/Obrazki/IC101M.5S_IC101M-S.jpg,30x41 cm,Drewno,23,147.60,324.72,36,ICONIC,,cm,"30,000","41,000",2025-11-01 02:42:15
IC102/1,IC102/1 OBRAZEK MATKA BOŻA NA DREWNIE     6x12 CM,https://wikomistral.ddns.net/Obrazki/IC102.1_IC102.jpg,6x12 cm,Drewno,23,36.90,95.94,125,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC102/1B,IC102/1B OBRAZEK MATKA BOŻA NA DREWNIE    6x12 CM,https://wikomistral.ddns.net/Obrazki/IC102.1B_IC102-B.jpg,6x12 cm,Drewno,23,36.90,95.94,156,ICONIC,,cm,"6,000","12,000",2025-11-01 02:42:15
IC102/2,IC102/2 OBRAZEK MATKA BOŻA NA DREWNIE     9x18 CM,https://wikomistral.ddns.net/Obrazki/IC102.2_IC102.jpg,9x18 cm,Drewno,23,51.66,123.98,236,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC102/2B,IC102/2B OBRAZEK MATKA BOŻA NA DREWNIE    9x18 CM,https://wikomistral.ddns.net/Obrazki/IC102.2B_IC102-B.jpg,9x18 cm,Drewno,23,51.66,123.98,334,ICONIC,,cm,"9,000","18,000",2025-11-01 02:42:15
IC102/3,IC102/3 OBRAZEK MATKA BOŻA NA DREWNIE     12x24 CM,https://wikomistral.ddns.net/Obrazki/IC102.3_IC102.jpg,12x24 cm,Drewno,23,66.42,159.41,185,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC102/3B,IC102/3B OBRAZEK MATKA BOŻA NA DREWNIE    12x24 CM,https://wikomistral.ddns.net/Obrazki/IC102.3B_IC102-B.jpg,12x24 cm,Drewno,23,66.42,159.41,260,ICONIC,,cm,"12,000","24,000",2025-11-01 02:42:15
IC102/4,IC102/4 OBRAZEK MATKA BOŻA NA DREWNIE     16x32 CM,https://wikomistral.ddns.net/Obrazki/IC102.4_IC102.jpg,16x32 cm,Drewno,23,97.17,233.21,119,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC102/4B,IC102/4B OBRAZEK MATKA BOŻA NA DREWNIE    16x32 CM,https://wikomistral.ddns.net/Obrazki/IC102.4B_IC102-B.jpg,16x32 cm,Drewno,23,97.17,233.21,161,ICONIC,,cm,"16,000","32,000",2025-11-01 02:42:15
IC102/5,IC102/5 OBRAZEK MATKA BOŻA NA DREWNIE     22x44 CM,https://wikomistral.ddns.net/Obrazki/IC102.5_IC102.jpg,22x44 cm,Drewno,23,134.07,294.95,43,ICONIC,,szt,"0,000","0,000",2025-11-01 02:42:15
