indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
6777OP/1,"6777OP/1 PANEL ANIOŁEK 11,5x10,5 CM",https://wikomistral.ddns.net/Obrazki/6777OP.1_6777OP.jpg,"11,5x10,5 cm",Mirosilver,23,74.78,179.47,189,Beltrami s.r.l.,SOP,cm,"11,500","10,500",2025-11-01 02:42:15
6777OP/2,6777OP/2 PANEL ANIOŁEK 16x15 CM,https://wikomistral.ddns.net/Obrazki/6777OP.2_6777OP.jpg,16x15 cm,Mirosilver,23,104.00,228.80,103,Beltrami s.r.l.,SOP,cm,"16,000","15,000",2025-11-01 02:42:15
6777PN/1,6777PN/1 PANEL ANIOŁEK 10x15 CM,https://wikomistral.ddns.net/Obrazki/6777PN.1_6777PN.jpg,10x15 cm,Mirosilver,23,77.12,185.09,50,Beltrami s.r.l.,,cm,"10,000","15,000",2025-11-01 02:42:15
6777W/1,"6777W/1 PANEL ANIOŁEK 11x10,5 CM",https://wikomistral.ddns.net/Obrazki/6777W.1_8C666152-8B7C-4F0B-B983-EA364D0A6697.png,"11x10,5 cm",Mirosilver,23,74.78,179.47,115,Beltrami s.r.l.,,cm,"11,000","10,500",2025-11-01 02:42:15
6777W/2,6777W/2 PANEL ANIOŁEK 16x15 CM,https://wikomistral.ddns.net/Obrazki/6777W.2_8C666152-8B7C-4F0B-B983-EA364D0A6697.png,16x15 cm,Mirosilver,23,104.00,228.80,45,Beltrami s.r.l.,,cm,"16,000","15,000",2025-11-01 02:42:15
6777W/3,"6777W/3 PANEL ANIOŁEK 21x19,5 CM",https://wikomistral.ddns.net/Obrazki/6777W.3_8C666152-8B7C-4F0B-B983-EA364D0A6697.png,"21x19,5 cm",Mirosilver,23,164.76,329.52,20,Beltrami s.r.l.,,cm,"21,000","19,500",2025-11-01 02:42:15
6778/1,"6778/1 OBRAZEK ANIOŁEK 5,2x8 CM",https://wikomistral.ddns.net/Obrazki/6778.1_6778.jpg,"5,2x8 cm",Mirosilver,23,64.27,154.25,46,Beltrami s.r.l.,,cm,"5,200","8,000",2025-11-01 02:42:15
6778/2,6778/2 OBRAZEK ANIOŁEK 6x9 CM,https://wikomistral.ddns.net/Obrazki/6778.2_6778.jpg,6x9 cm,Mirosilver,23,73.62,176.69,35,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6778/2X,6778/2X OBRAZEK ANIOŁEK 9x13 CM,https://wikomistral.ddns.net/Obrazki/6778.2X_6778.jpg,9x13 cm,Mirosilver,23,114.51,251.92,16,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6778/3,6778/3 OBRAZEK ANIOŁEK 13x18 CM,https://wikomistral.ddns.net/Obrazki/6778.3_6778.jpg,13x18 cm,Mirosilver,23,178.78,357.56,48,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6778K/1,6778K/1 PANEL ANIOŁEK Z LATARENKĄ 18x13   CM,https://wikomistral.ddns.net/Obrazki/6778K.1_6778K.jpg,18x13 cm,Mirosilver,23,68.94,165.46,27,Beltrami s.r.l.,PANK,cm,"18,000","13,000",2025-11-01 02:42:15
6778PN/2,"6778PN/2 PANEL ANIOŁEK 21,5x16 CM",https://wikomistral.ddns.net/Obrazki/6778PN.2_6778PN.jpg,"21,5x16 cm",Mirosilver,23,125.03,275.07,31,Beltrami s.r.l.,,cm,"21,500","16,000",2025-11-01 02:42:15
6779/2,6779/2 OBRAZEK ANIOŁEK 6x9 CM,https://wikomistral.ddns.net/Obrazki/6779.2_6779.jpg,6x9 cm,Mirosilver,23,31.00,80.60,174,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6779/2X,6779/2X OBRAZEK ANIOŁEK 9x13 CM,https://wikomistral.ddns.net/Obrazki/6779.2X_6779.jpg,9x13 cm,Mirosilver,23,48.22,125.37,64,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6779/3,6779/3 OBRAZEK ANIOŁEK 13x18 CM,https://wikomistral.ddns.net/Obrazki/6779.3_6779.jpg,13x18 cm,Mirosilver,23,75.28,180.67,95,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6779W/2X,6779W/2X PANEL ANIOŁEK 11x15 CM,https://wikomistral.ddns.net/Obrazki/6779W.2X_6779W.jpg,11x15 cm,Mirosilver,23,53.63,128.71,56,Beltrami s.r.l.,,cm,"11,000","15,000",2025-11-01 02:42:15
6780/1,6780/1 OBRAZEK ANIOŁEK 5x10 CM,https://wikomistral.ddns.net/Obrazki/6780.1_6780.jpg,5x10 cm,Mirosilver,23,30.50,79.30,47,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6780/1COL,6780/1COL OBRAZEK ANIOŁEK 5x10 CM,https://wikomistral.ddns.net/Obrazki/6780.1COL_6780COL.jpg,5x10 cm,Mirosilver,23,32.47,84.42,117,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6780/2,6780/2 OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6780.2_6780.jpg,7x14 cm,Mirosilver,23,42.31,110.01,187,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6780/2COL,6780/2COL OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6780.2COL_6780COL.jpg,7x14 cm,Mirosilver,23,44.77,116.40,157,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6780/2X,6780/2X OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6780.2X_6780.jpg,10x20 cm,Mirosilver,23,69.86,167.66,167,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6780/2XCOL,6780/2XCOL OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6780.2XCOL_6780COL.jpg,10x20 cm,Mirosilver,23,74.78,179.47,155,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6780W/2,"6780W/2 PANEL ANIOŁEK 8,5x15 CM",https://wikomistral.ddns.net/Obrazki/6780W.2_6780W.jpg,"8,5x15 cm",Mirosilver,23,45.26,117.68,94,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6781W/2,"6781W/2 PANEL ANIOŁEK 15x8,5 CM",https://wikomistral.ddns.net/Obrazki/6781W.2_6781W.jpg,"15x8,5 cm",Mirosilver,23,107.50,236.50,45,Beltrami s.r.l.,,cm,"15,000","8,500",2025-11-01 02:42:15
6782/2,6782/2 OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6782.2_6782.jpg,7x14 cm,Mirosilver,23,42.31,110.01,45,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6782/2C,6782/2C OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6782.2C_6782C.jpg,7x14 cm,Mirosilver,23,44.77,116.40,75,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6782/2RA,6782/2RA OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6782.2RA_6782R.jpg,7x14 cm,Mirosilver,23,44.77,116.40,63,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6782/2X,6782/2X OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6782.2X_6782.jpg,10x20 cm,Mirosilver,23,69.86,167.66,60,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6782/2XC,6782/2XC OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6782.2XC_6782C.jpg,10x20 cm,Mirosilver,23,74.78,179.47,63,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6782/2XRA,6782/2XRA OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6782.2XRA_6782R.jpg,10x20 cm,Mirosilver,23,74.78,179.47,55,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6782W/2,"6782W/2 PANEL ANIOŁEK 8,5x15 CM",https://wikomistral.ddns.net/Obrazki/6782W.2_6782W.jpg,"8,5x15 cm",Mirosilver,23,45.26,117.68,56,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6784K/1,6784K/1 PANEL ANIOŁEK Z LATARENKĄ 18x13   CM,https://wikomistral.ddns.net/Obrazki/6784K.1_6784K.jpg,18x13 cm,Mirosilver,23,58.43,140.23,58,Beltrami s.r.l.,PANK,cm,"18,000","13,000",2025-11-01 02:42:15
6784OP/1,6784OP/1 PANEL ANIOŁEK 10x13 CM,https://wikomistral.ddns.net/Obrazki/6784OP.1_6784SOP.jpg,10x13 cm,Mirosilver,23,81.80,196.32,76,Beltrami s.r.l.,SOP,cm,"10,000","13,000",2025-11-01 02:42:15
6784OP/2,"6784OP/2 PANEL ANIOŁEK 15x17,5 CM",https://wikomistral.ddns.net/Obrazki/6784OP.2_6784SOP.jpg,"15x17,5 cm",Mirosilver,23,115.68,254.50,70,Beltrami s.r.l.,SOP,cm,"17,000","17,500",2025-11-01 02:42:15
6784S/1,"6784S/1 OBRAZEK ANIOŁEK 5,2x8 CM",https://wikomistral.ddns.net/Obrazki/6784S.1_6784S.jpg,"5,2x8 cm",Mirosilver,23,27.06,70.36,120,Beltrami s.r.l.,,cm,"5,200","8,000",2025-11-01 02:42:15
6784S/2,6784S/2 OBRAZEK ANIOŁEK 6x9 CM,https://wikomistral.ddns.net/Obrazki/6784S.2_6784S.jpg,6x9 cm,Mirosilver,23,75.95,182.28,112,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6784S/2COL,6784S/2COL OBRAZEK ANIOŁEK 6x9 CM,https://wikomistral.ddns.net/Obrazki/6784S.2COL_6784S-COL.jpg,6x9 cm,Mirosilver,23,33.95,88.27,184,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6784S/2X,6784S/2X OBRAZEK ANIOŁEK 8x12 CM,https://wikomistral.ddns.net/Obrazki/6784S.2X_6784S.jpg,8x12 cm,Mirosilver,23,104.00,228.80,52,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6784S/2XCOL,6784S/2XCOL OBRAZEK ANIOŁEK 8x12 CM,https://wikomistral.ddns.net/Obrazki/6784S.2XCOL_6784S-COL.jpg,8x12 cm,Mirosilver,23,47.23,122.80,41,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6784S/3,6784S/3 OBRAZEK ANIOŁEK 12x17 CM,https://wikomistral.ddns.net/Obrazki/6784S.3_6784S.jpg,12x17 cm,Mirosilver,23,164.76,329.52,35,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6784S/3COL,6784S/3COL OBRAZEK ANIOŁEK 12x17 CM,https://wikomistral.ddns.net/Obrazki/6784S.3COL_6784S-COL.jpg,12x17 cm,Mirosilver,23,74.29,178.30,201,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6784S/5,"6784S/5 OBRAZ ANIOŁEK 14,5x21 CM",https://wikomistral.ddns.net/Obrazki/6784S.5_6784S.jpg,"14,5x21 cm",Mirosilver,23,231.36,462.72,6,Beltrami s.r.l.,,cm,"14,500","21,000",2025-11-01 02:42:15
6784S/5COL,"6784S/5COL OBRAZ ANIOŁEK 14,5x21 CM",https://wikomistral.ddns.net/Obrazki/6784S.5COL_6784S-COL.jpg,"14,5x21 cm",Mirosilver,23,104.30,229.46,13,Beltrami s.r.l.,,cm,"14,500","21,000",2025-11-01 02:42:15
6784SW/2,6784SW/2 PANEL ANIOŁEK 8x11 CM,https://wikomistral.ddns.net/Obrazki/6784SW.2_6784SW.jpg,8x11 cm,Mirosilver,23,80.63,193.51,32,Beltrami s.r.l.,,cm,"8,000","11,000",2025-11-01 02:42:15
6784SW/2X,"6784SW/2X PANEL ANIOŁEK 10,5x14 CM",https://wikomistral.ddns.net/Obrazki/6784SW.2X_6784SW.jpg,"10,5x14 cm",Mirosilver,23,113.34,249.35,56,Beltrami s.r.l.,,cm,"10,500","14,000",2025-11-01 02:42:15
6784SW/3,6784SW/3 PANEL ANIOŁEK 15x20 CM,https://wikomistral.ddns.net/Obrazki/6784SW.3_6784SW.jpg,15x20 cm,Mirosilver,23,181.12,362.24,18,Beltrami s.r.l.,,cm,"15,000","20,000",2025-11-01 02:42:15
6785/1,"6785/1 OBRAZEK ANIOŁ NA KŁADCE 4,5x9 CM",https://wikomistral.ddns.net/Obrazki/6785.1_6785.jpg,"5,2x8 cm",Mirosilver,23,64.27,154.25,58,Beltrami s.r.l.,PROM,cm,"5,200","8,000",2025-11-01 02:42:15
6785/2,6785/2 OBRAZEK ANIOŁ NA KŁADCE 7x14 CM,https://wikomistral.ddns.net/Obrazki/6785.2_6785.jpg,7x14 cm,Mirosilver,23,100.49,221.08,37,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6785/2COL,6785/2COL OBRAZEK ANIOŁ NA KŁADCE 7x14    CM,https://wikomistral.ddns.net/Obrazki/6785.2COL_6785COL.jpg,7x14 cm,Mirosilver,23,106.33,233.93,17,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6785/2X,6785/2X OBRAZEK ANIOŁ NA KŁADCE 10x20 CM,https://wikomistral.ddns.net/Obrazki/6785.2X_6785.jpg,10x20 cm,Mirosilver,23,165.93,331.86,15,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6785/2XCOL,6785/2XCOL OBRAZEK ANIOŁ NA KŁADCE 10x20  CM,https://wikomistral.ddns.net/Obrazki/6785.2XCOL_6785COL.jpg,10x20 cm,Mirosilver,23,177.61,355.22,119,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6785W/2,"6785W/2 PANEL ANIOŁ NA KŁADCE 8,5x15 CM",https://wikomistral.ddns.net/Obrazki/6785W.2_6785W.jpg,"8,5x15 cm",Mirosilver,23,107.50,236.50,43,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6787/1,6787/1 OBRAZEK ANIOŁEK 5x10 CM,https://wikomistral.ddns.net/Obrazki/6787.1_6787 (1).jpg,5x10 cm,Mirosilver,23,30.50,79.30,9,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6787/1COL,6787/1COL OBRAZEK ANIOŁEK 5x10 CM,https://wikomistral.ddns.net/Obrazki/6787.1COL_6787COL.jpg,5x10 cm,Mirosilver,23,32.47,84.42,78,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6787/2,6787/2 OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6787.2_6787 (1).jpg,7x14 cm,Mirosilver,23,42.31,110.01,45,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6787/2COL,6787/2COL OBRAZEK ANIOŁEK 7x14 CM,https://wikomistral.ddns.net/Obrazki/6787.2COL_6787COL.jpg,7x14 cm,Mirosilver,23,44.77,116.40,152,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6787/2X,6787/2X OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6787.2X_6787 (1).jpg,10x20 cm,Mirosilver,23,69.86,167.66,149,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6787/2XCOL,6787/2XCOL OBRAZEK ANIOŁEK 10x20 CM,https://wikomistral.ddns.net/Obrazki/6787.2XCOL_6787COL.jpg,10x20 cm,Mirosilver,23,74.78,179.47,171,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6787W/2,"6787W/2 PANEL ANIOŁEK 8,5x15 CM",https://wikomistral.ddns.net/Obrazki/6787W.2_6787W (1).jpg,"8,5x15 cm",Mirosilver,23,45.26,117.68,54,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6790S/1COL,6790S/1COL OBRAZEK ANIOŁKI 7x7 CM,https://wikomistral.ddns.net/Obrazki/6790S.1COL_6790SCOL.jpg,7x7 cm,Mirosilver,23,28.04,72.90,45,Beltrami s.r.l.,PROM,cm,"7,000","7,000",2025-11-01 02:42:15
6790S/2COL,6790S/2COL OBRAZEK ANIOŁKI 10x10 CM,https://wikomistral.ddns.net/Obrazki/6790S.2COL_6790SCOL.jpg,10x10 cm,Mirosilver,23,49.20,127.92,4,Beltrami s.r.l.,,cm,"10,000","10,000",2025-11-01 02:42:15
6790S/2XCOL,6790S/2XCOL OBRAZEK ANIOŁKI 13x13 CM,https://wikomistral.ddns.net/Obrazki/6790S.2XCOL_6790SCOL.jpg,13x13 cm,Mirosilver,23,69.50,166.80,14,Beltrami s.r.l.,,cm,"13,000","13,000",2025-11-01 02:42:15
6790S/3COL,6790S/3COL OBRAZEK ANIOŁKI 16x16 CM,https://wikomistral.ddns.net/Obrazki/6790S.3COL_6790SCOL.jpg,16x16 cm,Mirosilver,23,80.20,192.48,64,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6791/2,6791/2 OBRAZEK JAN PAWEŁ II 7x14 CM,https://wikomistral.ddns.net/Obrazki/6791.2_6791.jpg,7x14 cm,Mirosilver,23,52.89,126.94,8,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6791/2X,6791/2X OBRAZEK JAN PAWEŁ II 10x20 CM,https://wikomistral.ddns.net/Obrazki/6791.2X_6791.jpg,10x20 cm,Mirosilver,23,69.86,167.66,77,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6791/3,6791/3 OBRAZEK JAN PAWEŁ II 15x30 CM,https://wikomistral.ddns.net/Obrazki/6791.3_6791.jpg,15x30 cm,Mirosilver,23,135.30,297.66,107,Beltrami s.r.l.,,cm,"15,000","30,000",2025-11-01 02:42:15
6791/5,"6791/5 OBRAZ JAN PAWEŁ II 18,5x36 CM",https://wikomistral.ddns.net/Obrazki/6791.5_6791.jpg,"18,5x36 cm",Mirosilver,23,196.80,393.60,60,Beltrami s.r.l.,,cm,"18,500","36,000",2025-11-01 02:42:15
6791FP/2X,6791FP/2X PANEL JAN PAWEŁ II 22x25 CM,https://wikomistral.ddns.net/Obrazki/6791FP.2X_6791FP.jpg,22x25 cm,Mirosilver,23,84.13,201.91,79,Beltrami s.r.l.,,cm,"22,000","25,000",2025-11-01 02:42:15
6791FP/3,6791FP/3 PANEL JAN PAWEŁ II 33x38 CM,https://wikomistral.ddns.net/Obrazki/6791FP.3_6791FP.jpg,33x38 cm,Mirosilver,23,165.31,330.62,68,Beltrami s.r.l.,,cm,"33,000","38,000",2025-11-01 02:42:15
6791FP/5,6791FP/5 PANEL JAN PAWEŁ II 38x44 CM,https://wikomistral.ddns.net/Obrazki/6791FP.5_6791FP.jpg,38x44 cm,Mirosilver,23,237.64,475.28,35,Beltrami s.r.l.,,cm,"38,000","44,000",2025-11-01 02:42:15
6791W/2X,6791W/2X PANEL JAN PAWEŁ II 16x25 CM,https://wikomistral.ddns.net/Obrazki/6791W.2X_6791W.jpg,16x25 cm,Mirosilver,23,79.70,191.28,42,Beltrami s.r.l.,,cm,"16,000","25,000",2025-11-01 02:42:15
6791W/3,"6791W/3 PANEL JAN PAWEŁ II 24x37,5 CM",https://wikomistral.ddns.net/Obrazki/6791W.3_6791W.jpg,"24x37,5 cm",Mirosilver,23,157.44,314.88,102,Beltrami s.r.l.,,cm,"24,000","37,500",2025-11-01 02:42:15
6791W/5,"6791W/5 PANEL JAN PAWEŁ II 29x45,5 CM",https://wikomistral.ddns.net/Obrazki/6791W.5_6791W.jpg,"29x45,5 cm",Mirosilver,23,230.26,460.52,67,Beltrami s.r.l.,,cm,"45,000","45,500",2025-11-01 02:42:15
6793/2A,6793/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x9 CM,https://wikomistral.ddns.net/Obrazki/6793.2A_6793_A.jpg,6x9 cm,Mirosilver,23,75.95,182.28,90,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6793/2ACOL,6793/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x9 CM,https://wikomistral.ddns.net/Obrazki/6793.2ACOL_6793O-COL (1).jpg,6x9 cm,Mirosilver,23,50.92,122.21,91,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6793/2O,6793/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x9 CM,https://wikomistral.ddns.net/Obrazki/6793.2O_6793_O.jpg,6x9 cm,Mirosilver,23,75.95,182.28,91,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6793/2OCOL,6793/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x9 CM,https://wikomistral.ddns.net/Obrazki/6793.2OCOL_6793O-COL.jpg,6x9 cm,Mirosilver,23,50.92,122.21,85,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6793/2XA,6793/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.   8x12 CM,https://wikomistral.ddns.net/Obrazki/6793.2XA_6793_A.jpg,8x12 cm,Mirosilver,23,104.00,228.80,104,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6793/2XACOL,6793/2XACOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 8x12 CM,https://wikomistral.ddns.net/Obrazki/6793.2XACOL_6793O-COL (1).jpg,8x12 cm,Mirosilver,23,70.85,170.04,126,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6793/2XO,6793/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.   8x12 CM,https://wikomistral.ddns.net/Obrazki/6793.2XO_6793_O.jpg,8x12 cm,Mirosilver,23,104.00,228.80,90,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6793/2XOCOL,6793/2XOCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 8x12 CM,https://wikomistral.ddns.net/Obrazki/6793.2XOCOL_6793O-COL.jpg,8x12 cm,Mirosilver,23,70.85,170.04,135,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6793/3A,6793/3A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    12x17 CM,https://wikomistral.ddns.net/Obrazki/6793.3A_6793_A.jpg,12x17 cm,Mirosilver,23,164.76,329.52,87,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6793/3ACOL,6793/3ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 12x17 CM,https://wikomistral.ddns.net/Obrazki/6793.3ACOL_6793O-COL (1).jpg,12x17 cm,Mirosilver,23,111.44,245.17,91,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6793/3O,6793/3O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    12x17 CM,https://wikomistral.ddns.net/Obrazki/6793.3O_6793_O.jpg,12x17 cm,Mirosilver,23,164.76,329.52,83,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6793/3OCOL,6793/3OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 12x17 CM,https://wikomistral.ddns.net/Obrazki/6793.3OCOL_6793O-COL.jpg,12x17 cm,Mirosilver,23,111.44,245.17,119,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6793K/1A,6793K/1A PANEL PAMIĄTKA I KOMUNII ŚW.     18x13 CM,https://wikomistral.ddns.net/Obrazki/6793K.1A_6793K-A.jpg,18x13 cm,Mirosilver,23,71.28,171.07,159,Beltrami s.r.l.,,cm,"18,000","13,000",2025-11-01 02:42:15
6793K/1O,6793K/1O PANEL PAMIĄTKA I KOMUNII ŚW.     18x13 CM,https://wikomistral.ddns.net/Obrazki/6793K.1O_6793K-O.jpg,18x13 cm,Mirosilver,23,71.28,171.07,113,Beltrami s.r.l.,,cm,"18,000","13,000",2025-11-01 02:42:15
6793OP/1A,6793OP/1A PANEL PAMIĄTKA I KOMUNII ŚW.    10x13 CM,https://wikomistral.ddns.net/Obrazki/6793OP.1A_6793OP-A.jpg,10x13 cm,Mirosilver,23,84.13,201.91,150,Beltrami s.r.l.,SOP,cm,"10,000","13,000",2025-11-01 02:42:15
6793OP/1O,6793OP/1O PANEL PAMIĄTKA I KOMUNII ŚW.    10x13 CM,https://wikomistral.ddns.net/Obrazki/6793OP.1O_6793OP-O.jpg,10x13 cm,Mirosilver,23,84.13,201.91,151,Beltrami s.r.l.,SOP,cm,"10,000","13,000",2025-11-01 02:42:15
6793OP/2A,"6793OP/2A PANEL PAMIĄTKA I KOMUNII ŚW.    15x17,5 CM",https://wikomistral.ddns.net/Obrazki/6793OP.2A_6793OP-A.jpg,"15x17,5 cm",Mirosilver,23,119.19,262.22,72,Beltrami s.r.l.,SOP,cm,"17,000","17,500",2025-11-01 02:42:15
6793OP/2O,"6793OP/2O PANEL PAMIĄTKA I KOMUNII ŚW.    15x17,5 CM",https://wikomistral.ddns.net/Obrazki/6793OP.2O_6793OP-O.jpg,"15x17,5 cm",Mirosilver,23,119.19,262.22,68,Beltrami s.r.l.,SOP,cm,"17,000","17,500",2025-11-01 02:42:15
6793W/2A,6793W/2A PANEL PAMIĄTKA I KOMUNII ŚW.     8x11 CM,https://wikomistral.ddns.net/Obrazki/6793W.2A_6793W_A.jpg,8x11 cm,Mirosilver,23,80.63,193.51,49,Beltrami s.r.l.,,cm,"8,000","11,000",2025-11-01 02:42:15
6793W/2O,6793W/2O PANEL PAMIĄTKA I KOMUNII ŚW.     8x11 CM,https://wikomistral.ddns.net/Obrazki/6793W.2O_6793W_O.jpg,8x11 cm,Mirosilver,23,80.63,193.51,58,Beltrami s.r.l.,,cm,"8,000","11,000",2025-11-01 02:42:15
6793W/2XA,"6793W/2XA PANEL PAMIĄTKA I KOMUNII ŚW.    10,5x14 CM",https://wikomistral.ddns.net/Obrazki/6793W.2XA_6793W_A.jpg,"10,5x14 cm",Mirosilver,23,113.34,249.35,68,Beltrami s.r.l.,,cm,"10,500","14,000",2025-11-01 02:42:15
6793W/2XO,"6793W/2XO PANEL PAMIĄTKA I KOMUNII ŚW.    10,5x14 CM",https://wikomistral.ddns.net/Obrazki/6793W.2XO_6793W_O.jpg,"10,5x14 cm",Mirosilver,23,113.34,249.35,63,Beltrami s.r.l.,,cm,"10,500","14,000",2025-11-01 02:42:15
6793W/3A,6793W/3A PANEL PAMIĄTKA I KOMUNII ŚW.  15x20 CM,https://wikomistral.ddns.net/Obrazki/6793W.3A_6793W_A.jpg,15x20 cm,Mirosilver,23,114.39,251.66,7,Beltrami s.r.l.,,cm,"15,000","20,000",2025-11-01 02:42:15
6793W/3O,6793W/3O PANEL PAMIĄTKA I KOMUNII ŚW.  15x20 CM,https://wikomistral.ddns.net/Obrazki/6793W.3O_6793W_O.jpg,15x20 cm,Mirosilver,23,114.39,251.66,11,Beltrami s.r.l.,,cm,"15,000","20,000",2025-11-01 02:42:15
6795/2A,6795/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x9 CM,https://wikomistral.ddns.net/Obrazki/6795.2A_6795_A.jpg,6x9 cm,Mirosilver,23,73.62,176.69,149,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
